%:382	% 120:1	% 13:1	% 150:1	% 180:1	% 2:1	% 26:1	% 30:2	% 60:2	% 6\/2:1
% 90:2	% NULL:47	% a:4	% above:2	% according:2	% aim:1	% and:10	% as:1	% at:3	% before:2
% below:1	% black:1	% bond:2	% bonds:1	% boost:1	% britain:1	% by:2	% compared:2	% convertible:1	% decline:6
% default:1	% drop:8	% five:1	% for:1	% friday:2	% from:20	% gain:4	% germany:1	% goldman:1	% growth:2
% had:1	% have:1	% high:1	% higher:2	% however:1	% if:1	% in:32	% increase:8	% interest:5	% is:1
% issue:5	% its:1	% japan:1	% jump:3	% last:5	% loss:1	% low:1	% month-to-month:1	% more:2	% mr.:1
% near:1	% norway:1	% notes:1	% of:45	% offered:1	% on:6	% one:5	% or:2	% over:1	% partner:1
% plunge:1	% profit:1	% rate:2	% reduction:1	% reflecting:1	% reimburse:1	% return:3	% rise:3	% sales:1	% say:1
% securities:2	% senior:1	% share:1	% since:1	% six:3	% so:1	% stake:6	% standard:2	% subordinated:1	% switzerland:1
% the:2	% this:1	% three:4	% through:1	% to:42	% two:1	% up:1	% wage:1	% well:1	% were:1
% when:2	% while:4	% with:4	% year-to-year:1	&:80	& antiques:1	& associates:1	& banking:2	& barrow:1	& bradstreet:1
& clark:1	& co:10	& co.:29	& decker:1	& equity:1	& flom:1	& gamble:5	& health:1	& jenrette:1	& johnson:1
stolley lawarre:1	stomping:1	stomping ground:1	stone:1	stone said:1	stoned:1	stoned NULL:1	stoner:1	stoner marketing:1	stood:3
stood at:2	stood to:1	stop:7	stop a:1	stop anyone:1	stop at:1	stop it:1	stop paying:1	stop the:1	stop unnecessary:1
stopped:6	stopped buying:1	stopped here:1	stopped negotiations:1	stopped short:2	stopped trading:1	storage:1	storage at:1	store:5	store NULL:2
store also:1	store operator:1	store promotion:1	store-sales:1	store-sales for:1	stores:16	stores NULL:5	stores and:2	stores are:1	stores called:1
stores federated:1	stores inc:1	stores national:1	stores specializing:1	stores under:2	stores which:1	stories:1	stories about:1	storing:1	storing the:1
storm:3	storm NULL:1	storm approached:1	storm of:1	story:5	story and:1	story no.:2	story of:1	story yesterday:1	storyboard:1
storyboard tests:1	stouffer:1	stouffer food:1	straddling:1	straddling a:1	straight:1	straight monthly:1	straightening:1	straightening out:1	strain:1
strain in:1	straining:1	straining his:1	strait:1	strait of:1	straits:2	straits times:2	stranding:1	stranding three:1	strange:1
strange feeling:1	stranger:1	stranger to:1	strasbourg:1	strasbourg france:1	strategic:3	strategic alliances:1	strategic alternatives:1	strategic officer:1	strategies:6
strategies NULL:2	strategies and:1	strategies calm:1	strategies in:1	strategies were:1	strategist:6	strategist at:3	strategist for:3	strategists:2	strategists see:1
strategists sounding:1	strategy:9	strategy NULL:2	strategy and:1	strategy announced:1	strategy meeting:1	strategy of:2	strategy to:2	stratified:1	stratified market:1
stravinsky:1	stravinsky the:1	straying:1	straying too:1	stream:2	stream NULL:1	stream that:1	street:47	street 's:7	street NULL:9
street and:1	street brokerage:1	street decline:1	street firms:2	street gyrations:1	street however:1	street is:1	street journal:5	street market:1	street may:1
street nearby:1	street opened:2	street plunge:1	street regarding:1	street securities:1	street strengthened:1	street suddenly:2	street traders:2	street trading:1	street turned:2
street was:1	street would:1	street-inspired:1	street-inspired rally:1	streeter:2	streeter and:2	strength:8	strength NULL:1	strength at:1	strength in:2
strength of:1	strength spurred:1	strength up:1	strength which:1	strengthened:2	strengthened NULL:1	strengthened the:1	strengthening:1	strengthening after:1	strengthens:1
strengthens bsn:1	strenuously:1	strenuously advise:1	stress:1	stress you:1	stressed:1	stressed that:1	stressed-out:1	stressed-out employees:1	stresses:1
stresses professionalism:1	stretch:2	stretch NULL:1	stretch his:1	stretched:2	stretched family:1	stretched issuers:1	strict:1	strict design:1	strictly:1
strictly a:1	stride:1	stride while:1	strike:12	strike NULL:1	strike a:1	strike against:2	strike at:2	strike by:1	strike fund:1
strike has:1	strike mr.:1	strike the:1	strike union:1	strikeout:1	strikeout but:1	striking:1	striking machinists:1	string:2	string of:2
stripped:1	stripped aeroflot:1	strong:23	strong 7:1	strong NULL:2	strong after:1	strong case:1	strong dollar:3	strong earnings:1	strong economy:1
strong in:1	strong loan:1	strong mr.:1	strong opposition:1	strong performance:2	strong performers:1	strong products:1	strong sales:2	strong surge:1	strong that:1
strong yesterday:1	stronger:10	stronger covenants:1	stronger dollar:3	stronger ending:1	stronger retail:1	stronger showing:1	stronger statement:1	stronger than:1	stronger u.s.:1
strongest:1	strongest economy:1	strongly:3	strongly higher:1	strongly to:2	strove:1	strove to:1	struck:5	struck down:2	struck just:1
struck northern:1	struck or:1	structure:4	structure NULL:1	structure is:1	structure kept:1	structure will:1	structured:1	structured touching:1	structures:2
structures and:1	structures while:1	struggled:2	struggled through:1	struggled with:1	struggles:2	struggles to:2	struggling:2	struggling to:2	stubbed:1
stubbed toes:1	stubbornly:1	stubbornly high:1	stuck:1	stuck with:1	students:2	students NULL:1	students than:1	studied:2	studied at:1
studied the:1	studies:3	studies are:1	studies in:1	studies suggest:1	studio:1	studio in:1	studios:2	studios accustomed:1	studios have:1
study:9	study by:2	study featured:1	study team:1	study that:1	study their:1	study to:1	study whether:1	study who:1	studying:2
studying nucor:1	studying russian:1	stuff:4	stuff and:1	stuff that:2	stuff to:1	stunned:1	stunned to:1	stunning:2	stunning display:1
stunning prices:1	sturdy:1	sturdy emotional:1	style:5	style NULL:2	style here:1	style is:1	style that:1	su:1	su ngôi:1
su ngôi sao:1	subcommittee:5	subcommittee NULL:1	subcommittee approved:1	subcommittee chairman:2	subcommittee on:1	subdued:1	subdued as:1	subject:11	subject of:2
subject to:8	subject will:1	subjects:1	subjects ':1	sublicense:1	sublicense from:1	submitted:5	submitted an:1	submitted for:1	submitted last:2
submitted to:1	subordinated:7	subordinated debenture:1	subordinated debentures:1	subordinated debt:3	subordinated notes:2	subscribe:1	subscribe to:1	subscription:1	subscription revenue:1
subsequent:2	subsequent discussions:1	subsequent trading:1	subsidiary:13	subsidiary 's:1	subsidiary 900:1	subsidiary NULL:3	subsidiary banks:1	subsidiary completed:1	subsidiary had:1
subsidiary of:2	subsidiary said:1	subsidiary will:2	subsidies:7	subsidies NULL:1	subsidies but:1	subsidies for:1	subsidies is:1	subsidies through:1	subsidies to:2
subsidized:2	subsidized housing:1	subsidized production:1	subsidy:1	subsidy NULL:1	substance:1	substance NULL:1	substantial:5	substantial NULL:1	substantial loss:1
substantial part:1	substantial profit:1	substantial sales:1	substantially:5	substantially boost:1	substantially different:1	substantially greater:2	substantially reduce:1	substitute:1	substitute offer:1
subtracting:1	subtracting from:1	suburbia:1	suburbia NULL:1	subverts:1	subverts the:1	subway:2	subway service:1	subway system:1	succeed:5
succeed NULL:2	succeed c.:1	succeed joel:1	succeed martha:1	succeeding:1	succeeding erskin:1	succeeds:2	succeeds ermanno:1	succeeds his:1	success:4
success in:1	success is:1	success of:2	successes:1	successes to:1	successful:4	successful in:2	successful investors:1	successful minicomputer:1	such:66
such NULL:1	such a:4	such abuses:1	such agency:1	such alliances:1	such armor:1	such as:20	such attitudes:1	such cheap:1	such competitors:1
such computer-based:1	such contracts:1	such difficulties:1	such dignity:1	such employees:1	such endorsements:1	such family:1	such features:1	such fish:1	such groups:1
such hallowed:1	such initiatives:1	such involvement:1	such is:1	such legislative:1	such loans:1	such major:1	such places:1	such plants:1	such problems:1
such products:1	such relationships:1	such research:1	such restrictions:1	such retailing:1	such rueful:1	such sessions:1	such short-term:1	such spots:2	such thin-slab:1
such tissue:1	such topics:1	such wisdom:1	sudden:5	sudden concern:1	sudden flight:1	sudden influx:1	sudden reappearance:1	sudden reappraisal:1	suddenly:8
suddenly after:1	suddenly burst:1	suddenly have:1	suddenly ike:1	suddenly indicated:1	suddenly rebounded:2	suddenly started:1	sue:2	sue companies:1	sue for:1
sued:1	sued sony:1	suez:1	suez crisis:1	suffer:1	suffer liquidity:1	suffered:5	suffered a:1	suffered aftershocks:1	suffered by:2
suffered this:1	suffering:1	suffering a:1	suffice:1	suffice NULL:1	sufficient:1	sufficient cash:1	sufficiently:2	sufficiently coordinated:1	sufficiently to:1
sugar:5	sugar NULL:1	sugar in:1	sugar it:1	sugar so:1	sugar was:1	suggest:2	suggest that:1	suggest they:1	suggested:4
suggested actions:1	suggested an:1	suggested retail:1	suggested the:1	suggesting:2	suggesting that:1	suggesting the:1	suggests:3	suggests deep:1	suggests gpa:1
suggests that:1	suing:1	suing say:1	suisse:2	suisse owns:1	suisse s.a:1	suit:4	suit NULL:1	suit against:1	suit dictaphone:1
suit says:1	suite:1	suite is:1	suitor:2	suitor for:2	sullivan:2	sullivan has:1	sullivan said:1	sum:2	sum is:1
sum would:1	sumatra:1	sumatra area:1	summer:1	summer 's:1	summit:2	summit in:1	summit meeting:1	sunday:7	sunday 's:2
sunday along:1	sunday evening:1	sunday from:1	sunday in:1	sunday of:1	sunlight:2	sunlight brand:1	sunlight on:1	superior:1	superior to:1
supermarket:1	supermarket as:1	supermarkets:1	supermarkets inc.:1	supervised:1	supervised health:1	supervisor:1	supervisor at:1	supervisors:1	supervisors and:1
supplement:3	supplement as:1	supplement the:1	supplement to:1	supplied:2	supplied 750:1	supplied technology:1	supplier:4	supplier of:3	supplier to:1
supplies:4	supplies commercial:1	supplies operations:1	supplies the:1	supplies weekly:1	supply:8	supply 400:1	supply adjusted:1	supply costs:1	supply electricity:1
supply is:1	supply problems:1	supply spain:1	supply the:1	supplying:1	supplying the:1	support:8	support for:2	support from:1	support in:1
support the:2	support to:1	support was:1	supporters:1	supporters of:1	supporting:1	supporting prices:1	supportive:1	supportive for:1	supports:1
supports and:1	supposed:2	supposed to:2	supposedly:1	supposedly austere:1	suppressants:1	suppressants NULL:1	suppression:1	suppression by:1	supreme:2
supreme court:2	sure:5	sure donald:1	sure he:1	sure strike:1	sure to:1	sure where:1	surely:1	surely buttresses:1	surface:1
surface as:1	surfaces:1	surfaces NULL:1	surge:1	surge in:1	surged:7	surged 40:1	surged 88.12:1	surged NULL:1	surged as:2
surged but:1	surged upward:1	surgeon:1	surgeon general:1	surgery:1	surgery NULL:1	surging:1	surging leisure-oriented:1	surpluses:1	surpluses then:1
surprised:2	surprised by:1	surprised if:1	surprising:1	surprising alarming:1	surprisingly:4	surprisingly aggressive:1	surprisingly he:1	surprisingly lackluster:1	surprisingly large:1
surrounding:1	surrounding its:1	survey:3	survey commissioned:1	survey of:2	surveyed:3	surveyed by:3	surveys:2	surveys NULL:1	surveys of:1
survivable:1	survivable and:1	survival:1	survival especially:1	susan:1	susan theran:1	susceptible:1	susceptible to:1	suspects:1	suspects that:1
suspend:3	suspend dual:1	suspend some:1	suspend the:1	suspended:4	suspended direct:1	suspended friday:1	suspended if:1	suspended sweden:1	suspension:1
suspension of:1	suspensions:1	suspensions NULL:1	sustain:1	sustain the:1	sustained:3	sustained declines:1	sustained for:1	sustained no:1	sutra:1
sutra mr.:1	suốt:3	suốt 10:1	suốt 10 năm:1	suốt hơn:1	suốt hơn một:1	suốt nhiều:1	suốt nhiều giờ:1	swamped:1	swamped advancers:1
swap:3	swap 9:1	swap NULL:1	swap their:1	swapo:6	swapo NULL:1	swapo and:1	swapo extremists:1	swapo has:1	swapo rebels:1
swapo starts:1	swapping:1	swapping loans:1	swat:1	swat at:1	swears:1	swears by:1	sweden:1	sweden 's:1	swedish:2
swedish publishers:1	swedish publishing:1	sween:1	sween who:1	sweep:1	sweep the:1	sweepers:1	sweepers NULL:1	sweepstakes:1	sweepstakes buy-out:1
swelling:1	swelling the:1	swiftly:1	swiftly NULL:1	swim:1	swim in:1	swing:1	swing anything:1	swinging:1	swinging back:1
swings:1	swings in:1	swiss:1	swiss oil:1	switch:5	switch NULL:2	switch his:1	switch money:1	switch out:1	switched:3
switched into:2	switched to:1	switches:1	switches NULL:1	switzerland:3	switzerland 8.50:1	switzerland places:1	switzerland with:1	swoop:1	swoop but:1
swung:1	swung to:1	sycamore:1	sycamore leaves:1	sydney:2	sydney 's:1	sydney australia:1	symbiotic:1	symbiotic relationship:1	sympathetic:2
sympathetic to:2	synchronize:1	synchronize circuit:1	synchronized:1	synchronized circuit:1	syndicate:4	syndicate has:1	syndicate is:1	syndicate led:1	syndicate sustained:1
syndicated:2	syndicated reality:1	syndicated tabloid:1	syndrome:1	syndrome NULL:1	synthesizers:1	synthesizers equipment:1	syse:1	syse who:1	system:16
system 's:1	system NULL:3	system a:1	system being:1	system can:1	system it:1	system might:1	system on:1	system sacramento:1	system to:1
system until:1	system wall:1	system was:1	system which:1	systems:21	systems NULL:3	systems analysts:1	systems and:1	systems based:1	systems co.:1
systems corp.:1	systems group:2	systems inc:2	systems inc.:2	systems president:1	systems sector:1	systems segment:1	systems signs:1	systems the:1	systems to:1
systems trw:1	sài:1	sài gòn:1	sài gòn bị:1	sách:2	sách xã:2	sách xã hội:2	sáng:4	sáng 16/10:1	sáng 16/10 công:1
sáng cùng:1	sáng cùng ngày:1	sáng nay:2	sáng nay cục:1	sáng nay tại:1	sát:13	sát các:1	sát các nạn:1	sát nước:1	sát nước bạn:1
sát sao:2	sát sao khiến:2	sát toàn:1	sát toàn cầuai:1	sát tỉnh:2	sát tỉnh bình:2	sát đang:1	sát đang truy:1	sát điều:1	sát điều tra:1
sát đã:1	sát đã làm:1	sát đưa:1	sát đưa sang:1	sát đề:1	sát đề nghị:1	sát đối:1	sát đối thủ:1	sân:2	sân bay:2
sân bay họ:1	sân bay malaysia:1	sòng:1	sòng bài:1	sòng bài NULL:1	sóc:3	sóc bệnh:1	sóc bệnh nhân:1	sóc em:1	sóc em trai:1
sóc tốt:1	sóc tốt hơn:1	sóng:1	sóng NULL:1	sĩ:14	sĩ NULL:2	sĩ chiếm:1	sĩ chiếm đoạt:1	sĩ chúng:1	sĩ chúng nhận:1
sĩ có:1	sĩ có thể:1	sĩ do:1	sĩ do nguyễn:1	sĩ giả:1	sĩ giả để:1	sĩ huyện:1	sĩ huyện đắk:1	sĩ lôi:1	sĩ lôi kéo:1
sĩ nên:1	sĩ nên sẽ:1	sĩ phạm:1	sĩ phạm văn:1	sĩ đêm:1	sĩ đêm đến:1	sĩ để:2	sĩ để lừa:1	sĩ để nói:1	sơ:2
sơ thẩm:1	sơ thẩm xét:1	sơ vụ:1	sơ vụ án:1	sơn:2	sơn 28:1	sơn 28 tuổi:1	sơn trưởng:1	sơn trưởng phòng:1	sư:2
sư trả:1	sư trả lời:1	sư ở:1	sư ở mỹ:1	sướng…:1	sướng… sẵn:1	sướng… sẵn vốn:1	sản:5	sản NULL:2	sản giá:1
sản giá trị:1	sản hư:1	sản hư hỏng:1	sản và:1	sản và tội:1	sắp:1	sắp cưới:1	sắp cưới ngày:1	sẵn:1	sẵn vốn:1
sẵn vốn tiếng:1	sẽ:10	sẽ bán:1	sẽ bán cho:1	sẽ chở:1	sẽ chở bạn:1	sẽ gặp:1	sẽ gặp bác:1	sẽ liên:1	sẽ liên lạc:1
sẽ qua:1	sẽ qua việt:1	sẽ trả:1	sẽ trả công:1	sẽ tung:1	sẽ tung clip:1	sẽ tuyên:1	sẽ tuyên án:1	sẽ xem:1	sẽ xem còn:1
sẽ được:1	sẽ được ưu:1	số:15	số bộ:1	số bộ phận:1	số này:3	số này 6:1	số này hơn:1	số này ngành:1	số tiền:6
số tiền bồi:1	số tiền hà:1	số tiền lan:1	số tiền này:1	số tiền tới:1	số tiền đòi:1	số tài:2	số tài khoản:2	số vụ:3	số vụ lừa:1
số vụ việc:2	sống:4	sống bằng:1	sống bằng nghề:1	sống chung:1	sống chung không:1	sống và:1	sống và làm:1	sống ở:1	sống ở chung:1
sớm:1	sớm ngân:1	sớm ngân răm:1	sở:2	sở khanh”:1	sở khanh” NULL:1	sở thích:1	sở thích giải:1	sợ:1	sợ có:1
sợ có người:1	sức:2	sức NULL:1	sức khỏe:1	sức khỏe của:1	sử:2	sử dụng:2	sử dụng này:1	sử dụng áo:1	sự:5
sự lê:1	sự lê thanh:1	sự phối:1	sự phối hợp:1	sự tuyên:1	sự tuyên buộc:1	sự uất:1	sự uất ức:1	sự về:1	sự về bồi:1
t-max:1	t-max 3200:1	t-shirts:1	t-shirts NULL:1	t.:10	t. anctil:1	t. boone:1	t. carr:1	t. foote:1	t. rowe:6
ta:9	ta bỏ:1	ta bỏ đi:1	ta cũng:1	ta cũng đã:1	ta khai:1	ta khai báo:1	ta kiếm:1	ta kiếm sống:1	ta quay:1
ta quay lại:1	ta rủ:1	ta rủ thêm:1	ta uy:2	ta uy hiếp:2	ta động:1	ta động viên:1	tabak:1	tabak hirsch:1	tables:1
tables massages:1	tabloid:1	tabloid show:1	tacitly:1	tacitly that:1	tacked:1	tacked on:1	tackle:1	tackle that:1	taco:3
taco bell:3	tacoma:2	tacoma wash:1	tacoma wash.:1	tacos:1	tacos NULL:1	tactical:1	tactical aircraft:1	tactics:1	tactics NULL:1
tailored:1	tailored to:1	taipei:1	taipei and:1	taisho:1	taisho life:1	taiwanese:1	taiwanese steelmaker:1	take:32	take a:7
take advantage:3	take amr:1	take another:1	take barry:1	take control:1	take effect:1	take family:1	take it:2	take my:1	take off:2
take on:1	take over:1	take place:2	take the:2	take those:1	take time:1	take to:1	take us:1	take weeks:1	take-or-pay:3
take-or-pay contracts:2	take-or-pay liabilities:1	take-out:1	take-out artist:1	taken:11	taken a:2	taken last:1	taken more:1	taken out:1	taken over:1
taken seriously:1	taken to:2	taken toward:1	taken up:1	takeout:1	takeout fare:1	takeover:25	takeover arbitragers:1	takeover bid:1	takeover candidates:1
takeover deals:2	takeover disappointments:1	takeover initiatiors:1	takeover jolted:1	takeover lawyer:1	takeover market:1	takeover may:1	takeover of:4	takeover premiums:1	takeover speculation:1
takeover stock:4	takeover stocks:2	takeover targets:1	takeover was:1	takeover-stock:3	takeover-stock traders:3	takeovers:2	takeovers and:1	takeovers such:1	takes:4
takes a:2	takes advantage:1	takes off:1	taking:8	taking 425,000:1	taking a:3	taking advantage:1	taking any:1	taking of:1	taking over:1
talk:5	talk as:1	talk or:1	talk shows:1	talk the:1	talk with:1	talking:6	talking about:4	talking point:1	talking to:1
talks:17	talks NULL:1	talks and:1	talks are:1	talks between:1	talks failed:1	talks in:1	talks on:1	talks said:2	talks should:1
talks tomorrow:1	talks with:6	tally:2	tally NULL:1	tally of:1	tampa:4	tampa NULL:1	tampa and:1	tampa called:1	tampa fla.:1
tand:5	tand các:1	tand các cấp:1	tand quảng:1	tand quảng trị:1	tand tối:3	tand tối cao:3	tank:1	tank farm:1	tankers:1
tankers from:1	tap:1	tap the:1	tape:3	tape a:1	tape playing:1	tape with:1	taped:2	taped it:1	taped just:1
tapes:1	tapes spurred:1	taping:1	taping commercials:1	tapped:1	tapped by:1	target:3	target 's:1	target level:1	target of:1
targeted:2	targeted 7,500:1	targeted at:1	targets:2	targets cheered:1	targets then:1	tariffs:1	tariffs and:1	tashkent:1	tashkent and:1
task:5	task NULL:1	task force:1	task forces:1	task of:2	tastefully:1	tastefully appointed:1	tastes:1	tastes away:1	taunting:1
taunting in:1	tax:8	tax NULL:1	tax code:1	tax credits:2	tax dollars:1	tax purposes:1	tax rate:2	tax-exempts:1	tax-exempts started:1
tax-loss:1	tax-loss carry-forward:1	taxation:1	taxation and:1	taxes:6	taxes and:1	taxes are:1	taxes because:1	taxes morgan:1	taxes on:1
taxes or:1	taxpayer:1	taxpayer 's:1	taxpayers:5	taxpayers ':1	taxpayers coming:1	taxpayers grumbled:1	taxpayers union:1	taxpayers would:1	tay:13
tay NULL:5	tay cổ…:1	tay cổ… khai:1	tay mặc:1	tay mặc sang:1	tay sang:2	tay sang nhiều:1	tay sang rủ:1	tay tại:1	tay tại mỹ:1
tay với:2	tay với cậu:1	tay với người:1	tay ông:1	tay ông chấn:1	taylor:1	taylor inc.:1	ta đến:1	ta đến giường:1	ta đến giường hưng:1
tbilisi:1	tbilisi NULL:1	teach:1	teach aeroflot:1	teachers:2	teachers NULL:1	teachers certainly:1	teaches:2	teaches at:1	teaches english:1
team:10	team 's:3	team NULL:2	team and:1	team however:1	team in:1	team said:1	team with:1	teams:1	teams NULL:1
tearing:1	tearing up:1	technical:7	technical considerations:1	technical error:1	technical factors:1	technical level:1	technical reactions:1	technical strength:1	technical violations:1
technique:1	technique never:1	technological:1	technological development:1	technologies:2	technologies offered:1	technologies to:1	technologist:1	technologist as:1	technology:22
technology 900:1	technology NULL:2	technology agreement:1	technology and:2	technology demonstrate:1	technology developments:1	technology division:1	technology for:3	technology has:2	technology in:1
technology is:1	technology issues:1	technology revolution:2	technology to:2	technology which:1	teen-agers:1	teen-agers who:1	teeth:2	teeth gathered:1	teeth moved:1
telecommunications:2	telecommunications and:1	telecommunications products:1	telecussed:1	telecussed NULL:1	telegraph:3	telegraph co:1	telegraph co.:1	telegraph rose:1	telegraphed:1
telegraphed the:1	telephone:9	telephone &:3	telephone company:1	telephone lines:1	telephone negotiations:2	telephone service:1	telephone technology:1	telephones:3	telephones a:1
telephones as:1	telephones cracked:1	telerate:8	telerate NULL:1	telerate has:1	telerate inc.:1	telerate screens:1	telerate shares:2	telerate systems:2	television:7
television NULL:2	television commercial:1	television entertainment:1	television he:1	television market:1	television programmers:1	tell:6	tell but:1	tell chief:1	tell he:1
tell it:1	tell them:1	tell you:1	tells:2	tells about:1	tells me:1	temblor:1	temblor which:1	temper:1	temper corp.:1
temporarily:2	temporarily abandoned:1	temporarily pending:1	temporary:8	temporary cessation:1	temporary defeat:1	temporary help:1	temporary prohibition:1	temporary services:1	temporary workers:2
temporary working:1	temporary-help:2	temporary-help market:2	tempt:1	tempt children:1	ten:1	ten minutes:1	tend:4	tend to:4	tender:16
tender a:1	tender of:1	tender offer:14	tendered:6	tendered NULL:3	tendered at:1	tendered for:1	tendered to:1	tendering:1	tendering at:1
tends:2	tends to:2	tennessee:1	tennessee valley:1	tens:1	tens of:1	tension:3	tension and:1	tension around:1	tension working:1
tentative:2	tentative agreement:2	term:5	term NULL:3	term loan:2	terminal:2	terminal all:1	terminal in:1	terminated:1	terminated a:1
termination:1	termination actually:1	terms:14	terms as:1	terms of:8	terms were:4	terms while:1	terrible:2	terrible time:1	terrible tuesday:1
territory:2	territory NULL:1	territory and:1	terror:1	terror NULL:1	terry:3	terry 's:1	terry mcgowan:1	terry steinbach:1	test:7
test for:1	test in:1	test is:1	test of:3	test today:1	tested:2	tested the:2	testify:1	testify on:1	testimony:4
testimony NULL:1	testimony by:1	testimony in:1	testimony is:1	testing:4	testing has:1	testing home-delivery:1	testing products:1	testing the:1	tests:2
tests indicate:1	tests new:1	tethered:1	tethered to:1	texas:14	texas air:1	texas and:2	texas billionaire:1	texas flag-burner:1	texas for:1
texas has:1	texas intermediate:1	texas national:2	texas operation:1	texas operations:1	texas purchase:1	texas to:1	tha:1	tha về:1	tha về nhà:1
thai:1	thai và:1	thai và quay:1	tham:5	tham dự:1	tham dự phiên:1	tham gia:3	tham gia NULL:1	tham gia các:1	tham gia hỗn:1
tham mưu:1	tham mưu giải:1	than:120	than 1,300:1	than 1.5:1	than 10:1	than 100:3	than 130:2	than 14:1	than 15:2
than 160:1	than 2:1	than 2.8:1	than 20:4	than 200:2	than 2000:1	than 25:1	than 260:1	than 300:1	than 400:1
than 416:1	than 50:2	than 60:2	than 68:1	than 7:1	than 70:1	than 700,000:1	than 8:1	than 88:1	than 900:2
than 99:1	than a:6	than at:1	than blue:1	than color:2	than comfortable:1	than did:1	than direct:1	than does:1	than double:3
than doubled:4	than during:1	than economics:1	than ever:1	than expected:3	than federal:1	than from:2	than gained:1	than getting:1	than half:2
than hard:1	than he:3	than in:3	than interest:1	than it:1	than its:1	than just:1	than last:1	than making:1	than market:1
than nothing:1	than other:1	than our:1	than ours:1	than set:1	than seven:1	than six:1	than some:1	than spreading:1	than the:8
than their:1	than they:3	than those:1	than to:1	than tokyo:2	than triple:1	than two:2	than usual:1	than wall:1	than what:1
than will:1	than your:1	thanh:29	thanh -:1	thanh - bạn:1	thanh 18:1	thanh 18 tuổi:1	thanh bị:1	thanh bị bắt:1	thanh chấn:3
thanh chấn -:1	thanh chấn NULL:2	thanh chở:1	thanh chở sang:1	thanh cùng:1	thanh cùng 18:1	thanh cũng:1	thanh cũng bị:1	thanh giúp:1	thanh giúp sức:1
thanh hóa:1	thanh hóa đang:1	thanh khai:2	thanh khai nhận:1	thanh khai được:1	thanh kể:1	thanh kể NULL:1	thanh lại:1	thanh lại cho:1	thanh niên:6
thanh niên bước:1	thanh niên cho:1	thanh niên vượt:2	thanh niên đi:1	thanh niên đồng:1	thanh sang:3	thanh sang 18:2	thanh sang và:1	thanh sơn:1	thanh sơn trưởng:1
thanh toán:1	thanh toán gấp…:1	thanh tại:1	thanh tại cơ:1	thanh và:1	thanh và hẹn:1	thanh đã:1	thanh đã nhận:1	thanks:2	thanks to:2
thanksgiving:1	thanksgiving NULL:1	thao:1	thao đồng:1	thao đồng phục:1	that:593	that 'll:1	that 's:19	that 50:1	that NULL:5
that a:10	that about:1	that account:1	that accounts:1	that advertising:1	that advises:1	that all:2	that allows:2	that along:1	that already:1
that also:1	that ambitious:1	that amount:2	that an:2	that any:1	that anyone:1	that appears:1	that are:10	that as:4	that asia:1
that at:3	that austrian:1	that banstar:1	that barry:1	that be:1	that beauty:1	that began:1	that better:1	that big:1	that blue:1
that borrowed:1	that both:1	that britain:1	that british:1	that brought:1	that business:1	that by:2	that ca:1	that can:4	that canada:2
that caught:1	that caused:2	that changed:1	that chlorine:1	that claimed:1	that clearly:1	that clothes:1	that company:1	that concerns:1	that conditions:1
that consistently:1	that consumption:1	that continental:1	that could:4	that cuts:1	that date:1	that day:4	that debt:1	that decides:1	that decline:1
that demand:2	that derr:1	that despite:1	that dialogue:1	that did:1	that discharges:1	that do:3	that does:2	that dow:1	that dual:2
that during:1	that earnings:1	that environmental:1	that even:1	that evening:1	that ever-present:1	that every:1	that exchange:1	that excluding:1	that expired:1
that expires:1	that few:1	that figure:1	that financial:1	that flows:1	that for:2	that foreigners:1	that forms:1	that friday:5	that futures:1
that game:1	that getting:2	that ghost:2	that given:1	that gives:1	that gm:1	that go:1	that goal:1	that gold:1	that guarantees:1
that had:7	that halted:1	that has:8	that have:4	that having:1	that he:17	that helps:1	that high:1	that his:4	that holding:1
that hurts:1	that hyped:1	that i:3	that if:3	that in:2	that include:1	that includes:2	that increase:1	that india:2	that indicate:1
that individual:1	that individuals:3	that induced:1	that infringement:1	that is:8	that issue:1	that it:11	that its:6	that japanese:2	that just:1
that kentucky:1	that kind:2	that kneading:1	that kodak:1	that large:1	that last:1	that late:1	that legislation:1	that level:1	that look:1
that looked:1	that lower:1	that made:2	that magnitude:1	that major:1	that make:3	that makes:2	that many:1	that market:2	that may:4
that mccaw:1	that means:1	that might:4	that moment:1	that money:1	that moscow:1	that move:1	that mr.:10	that much:3	that naked:1
that nation:1	that national:1	that nbc:1	that need:1	that needed:1	that net:1	that netted:1	that new:1	that night:1	that no:2
that now:2	that of:4	that offer:1	that office:1	that old:1	that once:1	that one:1	that options:1	that others:1	that overall:1
that pace:1	that people:2	that piled:1	that point:3	that political:1	that potential:1	that president:1	that previously:1	that price:2	that problem:1
that program:1	that provided:1	that provides:1	that purchase:1	that purpose:1	that quick:1	that quotron:1	that raised:1	that range:1	that real:1
that really:1	that recently:1	that record:1	that reductions:1	that reflect:1	that regard:1	that regional:1	that regulates:1	that regulators:1	that represents:1
that require:1	that required:1	that retail:1	that revenue:1	that rewards:1	that rock:1	that says:2	that secrecy:1	that seem:1	that segment:1
that selling:1	that seoul:1	that serious:1	that set:2	that sets:1	that seven:1	that she:3	that should:2	that showed:1	that shows:1
